Processo,Numero AI,SGUF,Razao Social,CNPJ/CPF,Data autuação,vlmulta,Ultima Movimentacao,Data e Valor Pago,Situacao Atual,dt decisao 1a,decisao 1a,dt recurso,dt decisao 2a,Decisao 2a,Decisao Definitiva,Processo Encerrado,Decisao de Procedência,Dívida Ativa
14152106587202173,221365125,PR,FLORESPAR FLORESTAL S/A,03895493000163,02/07/2021 00:00:00," R$  15.970,76 ",1/24/2023,,Arquivado - PGFN pago,12/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152131641202119,221614711,SP,ERCAPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,03893015000114,09/08/2021 00:00:00," R$  6.500,25 ",4/3/2023,03-04-2023 - R$3250.12,Arquivado - pago administrativamente,27/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46220010268201984,218495439,SC,JBW CONSTRUCOES LTDA,03890790000116,3/10/2019," R$  5.555,59 ",12/23/2020,18/12/2020 - R$2777.80,Arquivado,25/11/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152114936202210,223699934,PR,MUNDIAL TERCEIRIZADORA LTDA,03890146000148,27/07/2022 00:00:00," R$  3.014,32 ",2/8/2023,08-02-2023 - R$1507.16,Arquivado - pago administrativamente,23/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152152766202182,221823581,PA,P DEL AGUILAL SANTIAGO EIRELI,03890117000186,09/09/2021 00:00:00," R$  8.958,09 ",5/26/2023,,Enviado inscrição DAU (PGFN),30/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152049510202270,223045675,SP,FLABEG BRASIL LTDA.,03887803000106,04/04/2022 00:00:00," R$  21.341,08 ",7/7/2023,,Enviado inscrição DAU (PGFN),22/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152131560202119,221613901,SP,SERV-CAMP TERCEIRIZACAO DE MAO DE OBRA E COMERCIO EIREL,03886874000186,09/08/2021 00:00:00," R$  20.268,42 ",7/24/2023,24-07-2023 - R$10134.21,Arquivado - pago administrativamente,05/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46213010332201916,217529411,PE,NEPOMUCENO CARGAS LTDA.,03875931000121,28/5/2019," R$  71.365,19 ",1/27/2023,14/10/2021 - R$35682.60,Arquivado,14/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152074679202187,221050396,GO,EMPREZA GESTAO DE PESSOAS E SERVICOS LTDA - EM RECUPERA,03873484000171,18/05/2021 00:00:00," R$  47.840,30 ",12/8/2022,,Enviado inscrição DAU (PGFN),12/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46248001009201954,218010541,MG,CINEMAIS CINEMAS LTDA,03868869000140,2/8/2019," R$  23.638,61 ",1/13/2022,,Enviado p/ PFN,23/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46212011090201998,218036272,PR,NOVA FIBRA TELECOM S.A.,03868136000106,2/8/2019," R$  7.450,86 ",8/30/2021,17/03/2020 - R$3725.43,Arquivado,6/2/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152111353202229,223664103,GO,INDUSTRIA E COMERCIO DE FERTILIZANTES RIFERTIL LTDA,03862256000104,20/07/2022 00:00:00," R$  3.266,00 ",10/10/2022,10-10-2022 - R$1633.00,Arquivado - pago administrativamente,15/09/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152200992202268,224560344,SP,AGRICHEM DO BRASIL S.A.,03860998000192,13/12/2022 00:00:00," R$  13.813,17 ",8/8/2023,08-08-2023 - R$6906.58,Arquivado - pago administrativamente,21/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46220011466201965,218691823,SC,HELLI BRASIL INDUSTRIA DO VESTUARIO LTDA,03858100000141,1/11/2019," R$  17.627,34 ",1/25/2021,22/12/2020 - R$8813.67,Arquivado,27/11/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
47747004421201968,218011598,MG,BARCELOS ASSESSORIA EMPRESARIAL LTDA - EPP,03857626000107,2/8/2019," R$  34.028,89 ",9/17/2021,09/07/2021 - R$17014.45,Arquivado,29/6/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152171248202249,224262904,MG,BARCELOS ASSESSORIA EMPRESARIAL LTDA,03857626000107,21/10/2022 00:00:00," R$  29.417,89 ",7/24/2023,24-07-2023 - R$14708.94,Arquivado - pago administrativamente,03/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46206004000201991,217313230,DF,CONSTRUTORA MAIS LTDA,03857238000126,29/4/2019," R$  2.517,38 ",10/24/2019,18/09/2019 - R$1258.69,Arquivado,11/9/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152104937202167,221348620,PR,BENNER TECNOLOGIA E SISTEMAS DE SAUDE LTDA,03854323000130,30/06/2021 00:00:00," R$  22.526,99 ",5/11/2022,09-05-2022 - R$11263.50,Arquivado - pago administrativamente,25/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
47747002006201970,217091008,MG,FUNDACAO VESPASIANENSE DE SAUDE,03851397000113,4/4/2019," R$  4.851,50 ",8/8/2019,29/07/2019 - R$2425.75,Arquivado,19/7/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152205034202101,222343419,RJ,SERVICO SOCIAL DA INDUSTRIA -SESI,03851171000112,29/11/2021 00:00:00," R$  81.380,25 ",12/9/2022,09-12-2022 - R$40690.12,Arquivado - pago administrativamente,22/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152205155202144,222344628,RJ,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL SENAI,03848688000152,29/11/2021 00:00:00," R$  22.870,06 ",12/9/2022,09-12-2022 - R$11435.03,Arquivado - pago administrativamente,23/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46208008764201936,218858141,GO,SÃO JORGE SHOPPING DA CONSTRUÇÃO LTDA,03842333000156,28/11/2019," R$  31.399,79 ",5/26/2021,20/04/2021 - R$15699.90,Arquivado,22/3/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152218464202184,222477709,GO,SEBBA MADEIRAS E MATERIAIS DE CONSTRUCAO LTDA,03839230000137,20/12/2021 00:00:00," R$  9.388,46 ",9/20/2022,20-09-2022 - R$4694.23,Arquivado - pago administrativamente,01/09/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152026610202317,224932250,SP,LOWE COMÉRCIO E SERVIÇOS LTDA,03838222000176,28/02/2023 00:00:00," R$  6.646,53 ",8/9/2023,09-08-2023 - R$3323.26,Arquivado - pago administrativamente,02/08/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46318003516201951,218642296,PR,CPA ARMAZENS GERAIS LTDA,03836990000190,25/10/2019," R$  17.743,47 ",10/21/2021,08/10/2021 - R$8871.74,Arquivado,14/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152026474202276,222815311,PR,CPA ARMAZENS GERAIS LTDA,03836990000190,24/02/2022 00:00:00," R$  10.708,71 ",9/15/2022,15-09-2022 - R$5354.36,Arquivado - pago administrativamente,31/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152004633202010,219076421,MA,COMCARNE COMERCIAL DE CARNE LTDA.,03835761000151,21/1/2020," R$  78.244,79 ",11/18/2021,,Enviado p/ PFN,2/6/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152053316202299,223083739,GO,COMERCIAL W.A. LTDA,03832894000174,11/04/2022 00:00:00," R$  9.604,84 ",10/10/2022,10-10-2022 - R$4802.42,Arquivado - pago administrativamente,13/09/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152186593202287,224416359,GO,COMERCIAL W.A. LTDA,03832894000174,18/11/2022 00:00:00," R$  3.154,79 ",7/6/2023,06-07-2023 - R$1577.40,Arquivado - pago administrativamente,21/06/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152030907202115,220626537,SP,TRANSMARONI TRANSPORTES BRASIL RODOVIARIOS LTDA,03831403000170,10/03/2021 00:00:00," R$  164.593,99 ",4/7/2022,04-04-2022 - R$82297.00,Arquivado - pago administrativamente,22/03/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152073985202287,223290424,GO,MAX LIMP ADMINISTRADORA E SERVICOS LTDA,03822572000144,18/05/2022 00:00:00," R$  18.298,09 ",3/20/2023,,Enviado inscrição DAU (PGFN),09/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152189092202252,224441345,PR,PROADEC BRASIL LTDA,03821074000187,23/11/2022 00:00:00," R$  3.545,10 ",3/31/2023,31-03-2023 - R$1772.55,Arquivado - pago administrativamente,16/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152043241202238,222982985,PR,CELMA DE ASSIS ROSSATO & CIA LTDA,03819979000112,25/03/2022 00:00:00," R$  10.764,50 ",2/2/2023,,Arquivado - PGFN pago,04/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46301002689201931,217340539,SC,SOCIEDADE EDUCACIONAL DO VALE DO ITAPOCU S/S LTDA.,03819722000160,2/5/2019," R$  11.091,89 ",9/14/2020,21/08/2020 - R$5545.94,Arquivado,10/7/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
47747003233201912,217541372,MG,SABER SERVICOS EDUCACIONAIS S.A,03818379000130,30/5/2019," R$  51.368,48 ",3/18/2022,02/07/2021 - R$25684.24,Arquivado,18/6/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206006013201903,217920128,DF,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DO DISTRITO,03806360000173,18/7/2019," R$  6.140,30 ",4/11/2022,14/01/2022 - R$3070.15,Arquivado,19/7/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152011400202073,219143811,MT,COMERCIAL CARAPA DE SECOS E MOLHADOS LTDA,03790904000156,3/2/2020," R$  13.369,00 ",9/1/2022,25/07/2022 - R$6684.50,Arquivado,12/7/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152056611202116,220872490,MT,COMERCIAL CARAPA DE SECOS E MOLHADOS LTDA,03790904000156,22/04/2021 00:00:00," R$  14.103,99 ",7/3/2023,,Enviado inscrição DAU (PGFN),02/02/2023 00:00:00,Decisão procedente,28/02/2023 00:00:00,,,SIM,SIM,SIM,SIM
14152024279202210,222793368,MG,NOVA SAFRA TRANSPORTES LTDA,03787516000116,22/02/2022 00:00:00," R$  14.047,30 ",3/23/2023,23-03-2023 - R$7023.65,Arquivado - pago administrativamente,26/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152191784202180,222211245,MG,SP3 CONFECÇÕES LTDA,03787425000180,07/11/2021 00:00:00," R$  9.308,76 ",1/17/2023,17-01-2023 - R$4654.38,Arquivado - pago administrativamente,23/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152031014202006,219338779,GO,REAL DISTRIBUIDORA E LOGÍSTICA LTDA,03785066000122,9/3/2020," R$  46.211,92 ",6/30/2021,28/05/2021 - R$23105.96,Arquivado,6/4/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152207921202113,222372273,ES,CEPEMAR SERVICOS DE CONSULTORIA EM MEIO AMBIENTE LTDA,03770522000160,01/12/2021 00:00:00," R$  16.570,49 ",4/24/2023,24-04-2023 - R$8285.24,Arquivado - pago administrativamente,03/04/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46204010048201959,218403631,BA,MOINHO CANUELAS S.A.,03763491000200,23/9/2019," R$  8.799,16 ",5/24/2023,,Enviado p/ PFN,7/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152190528202175,222198681,AM,ESTRELA GUIA ENGENHARIA LTDA,03760088000138,04/11/2021 00:00:00," R$  12.454,19 ",7/20/2023,,Enviado inscrição DAU (PGFN),17/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152039312202117,220710589,RJ,INVESTIMENTOS E PARTICIPACOES EM INFRAESTRUTURA S.A - INVEPAR,03758318000124,26/3/2021," R$  9.667,75 ",5/19/2023,30/09/2022 - R$4833.88,Arquivado,13/9/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152009463202060,219124337,SP,MACUCO INCORPORADORA E CONSTRUTORA LTDA.,03742857000175,30/1/2020," R$  6.006,04 ",8/10/2022,07/06/2022 - R$3003.02,Arquivado,27/8/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46213010561201931,217558909,PE,ACOMAIS LTDA,03734864000125,30/5/2019," R$  7.696,81 ",3/6/2020,09/12/2019 - R$3848.40,Arquivado,24/9/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206007377201901,218364971,DF,BRASILIA EMPREENDIMENTOS ESPORTIVOS LTDA,03732305000186,17/9/2019," R$  4.880,43 ",2/2/2023,,Arquivado,25/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206002572201936,216964083,DF,BRASILIA EMPREENDIMENTOS ESPORTIVOS LTDA,03732305000186,15/3/2019," R$  7.407,45 ",9/25/2019,,Enviado p/ PFN,12/6/2019,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46778001320201913,218909284,BA,AGES EMPREENDIMENTOS EDUCACIONAIS LTDA,03732265000172,6/12/2019," R$  73.097,54 ",7/4/2022,08/04/2022 - R$36548.77,Arquivado,14/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152089432202165,221196765,PR,CASTELORES ENGENHARIA E CONSTRUCOES LTDA,03725667000140,08/06/2021 00:00:00," R$  8.400,20 ",4/28/2022,25-04-2022 - R$4200.10,Arquivado - pago administrativamente,12/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46220001864201973,216973881,SC,RODONORTE TRANSPORTES LTDA,03717003000139,18/3/2019," R$  11.207,63 ",7/15/2019,10/07/2019 - R$5603.82,Arquivado,21/6/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46215019383201993,218850026,RJ,COMERCIAL BEIRAO DA SERRA LTDA,03713266000170,27/11/2019," R$  5.439,85 ",6/26/2023,01/12/2022 - R$2719.93,Arquivado,8/11/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152071097202149,221014578,AM,V V REFEICOES LTDA,03709414000182,12/05/2021 00:00:00," R$  32.160,42 ",8/9/2023,,Arquivado - PGFN pago,09/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46281002143201966,218980540,BA,DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA,03705630000150,19/12/2019," R$  54.135,41 ",5/22/2023,,Enviado p/ PFN,8/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46281001483201970,218346107,BA,DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS SAO ROQUE LTDA,03705630000150,13/9/2019," R$  54.160,05 ",5/22/2023,,Enviado p/ PFN,25/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46204010476201981,218471009,BA,CONSTRUTORA ELDORADO DE TEIXEIRA DE FREITAS LTDA,03705579000186,30/9/2019," R$  7.942,76 ",6/2/2022,28/04/2022 - R$8737.04,Arquivado,14/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46312001877201913,217468055,MS,GUATOS PRESTADORA DE SERVICOS EIRELI,03703179000131,22/5/2019," R$  187.858,62 ",10/19/2021,,Enviado p/ PFN,5/4/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152126303202165,221561374,SP,ACTEGA DO BRASIL TINTAS E VERNIZES LTDA.,03687143001000,02/08/2021 00:00:00," R$  12.780,16 ",7/6/2023,06-07-2023 - R$6390.08,Arquivado - pago administrativamente,29/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152213640202191,222429461,RJ,CRONO LOGICA TELEFONIA AVANCADA DE VOLTA REDONDA LTDA,03685001000105,09/12/2021 00:00:00," R$  73.677,01 ",7/17/2023,,Enviado inscrição DAU (PGFN),24/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152188910202208,224439529,MS,EGELTE ENGENHARIA LTDA,03684669000138,23/11/2022 00:00:00," R$  25.219,95 ",4/3/2023,03-04-2023 - R$12609.98,Arquivado - pago administrativamente,11/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46205012624201992,218733976,CE,ADTALEM EDUCACIONAL DO BRASIL LTDA,03681572000171,6/11/2019," R$  76.288,31 ",2/25/2022,,Arquivado,2/7/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46220011560201914,218731604,SC,UNIVINTE CENTRO TECNOLOGICO EIRELI,03681405000120,6/11/2019," R$  8.521,46 ",12/23/2020,17/12/2020 - R$4260.72,Arquivado,16/11/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46653004787201913,218074221,MT,UNIAO TRANSPORTE E TURISMO LTDA,03667130000170,8/8/2019," R$  21.925,71 ",10/25/2021,21/12/2020 - R$10962.86,Arquivado,1/9/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46239002550201999,218560575,MG,ENCAIXE EMPRESA DE TRANSPORTES LTDA,03664705000100,14/10/2019," R$  7.364,05 ",6/27/2022,04/05/2022 - R$3682.03,Arquivado,13/4/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152152213202120,221818057,MG,ENCAIXE EMPRESA DE TRANSPORTES LTDA,03664705000100,08/09/2021 00:00:00," R$  8.495,84 ",12/27/2022,27-12-2022 - R$4247.92,Arquivado - pago administrativamente,12/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46204008391201933,218117281,BA,EXPRESSO LINHA VERDE EIRELI,03664558000160,15/8/2019," R$  2.604,18 ",7/6/2023,,Enviado p/ PFN,7/6/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152162593202119,221919384,MG,K. R. MOVEIS LTDA,03663555000101,23/09/2021 00:00:00," R$  2.789,44 ",7/14/2023,14-07-2023 - R$1394.72,Arquivado - pago administrativamente,28/06/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46206007108201936,218257350,DF,GEAP AUTOGESTAO EM SAUDE,03658432000182,31/8/2019," R$  3.471,08 ",3/11/2020,26/11/2019 - R$1735.54,Arquivado,12/11/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152002017202024,219050333,AL,CARAJAS MATERIAL DE CONSTRUCAO LTDA,03656804000131,13/1/2020," R$  21.937,49 ",5/24/2022,02/05/2022 - R$10968.75,Arquivado,4/4/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152117852202220,223729094,MG,"VASCONCELOS INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACA",03647755000170,29/07/2022 00:00:00," R$  82.283,30 ",7/19/2023,19-07-2023 - R$41141.65,Arquivado - pago administrativamente,28/06/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46219008309201910,217559271,SP,CONDUCTOR TECNOLOGIA S.A.,03645772000179,30/5/2019," R$  60.256,39 ",7/7/2020,24/10/2019 - R$30128.20,Arquivado,10/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46207002952201961,217175619,ES,CONTREX ENGENHARIA E SERVICOS LTDA,03644204000153,10/4/2019," R$  169.973,52 ",10/17/2022,21/07/2022 - R$84986.76,Arquivado,23/6/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46208008347201993,218752954,GO,AUTO VIACAO GOIANESIA LTDA,03641223000126,8/11/2019," R$  14.536,23 ",2/21/2022,,Enviado p/ PFN,4/3/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152215654202140,222449608,GO,AUTO VIACAO GOIANESIA LTDA,03641223000126,14/12/2021 00:00:00," R$  8.288,62 ",9/22/2022,19-09-2022 - R$4144.31,Arquivado - pago administrativamente,01/09/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46218013603201945,218553391,RS,SCHUTTER DO BRASIL LTDA,03639662000102,14/10/2019," R$  36.503,07 ",7/5/2022,,Arquivado,13/11/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46230007522201948,218921853,RJ,ONIX SERVICOS LTDA,03638457000114,9/12/2019," R$  36.033,41 ",7/6/2023,23/09/2022 - R$18016.71,Arquivado,5/9/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152039314202114,220710601,RJ,ONIX SERVICOS LTDA,03638457000114,26/3/2021," R$  87.371,06 ",1/27/2023,20/06/2022 - R$43685.53,Arquivado,26/5/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152214918202148,222442247,MT,POSTO TIGRAO LTDA,03623054000100,13/12/2021 00:00:00," R$  8.942,15 ",4/20/2023,20-04-2023 - R$4471.08,Arquivado - pago administrativamente,27/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46281001517201926,218383819,BA,"RMR AGROINDUSTRIA, COMERCIO ATACADISTA, BENEFICIAMENTO E EMPACOTAMENTO DE CEREAI",03612196000163,19/9/2019," R$  4.909,37 ",8/10/2022,31/03/2022 - R$2454.69,Arquivado,25/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152000300202364,224669150,PI,CONSTRUTORA E INCORPORADORA SOMA LTDA,03611978000188,02/01/2023 00:00:00," R$  3.055,29 ",5/24/2023,24-05-2023 - R$1527.64,Arquivado - pago administrativamente,15/05/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212005995201929,217324088,PR,GP DISTRIBUIDORA DE COMBUSTIVEIS S.A.,03609381000107,30/4/2019," R$  7.465,32 ",12/23/2021,,Arquivado,11/9/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152038265202194,220700117,PR,GP DISTRIBUIDORA DE COMBUSTIVEIS S.A.,03609381000107,23/03/2021 00:00:00," R$  8.304,56 ",1/24/2023,,Arquivado - PGFN pago,18/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152206643202179,222359498,DF,AQUILA TRANSPORTE DE CARGAS LTDA,03608196000190,30/11/2021 00:00:00," R$  9.021,85 ",4/10/2023,10-04-2023 - R$4510.92,Arquivado - pago administrativamente,23/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46293004554201957,218780605,PR,MARUTANI ALIMENTOS LTDA.,03606933000115,13/11/2019," R$  4.967,24 ",3/24/2023,,Arquivado,5/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46220002840201931,217104142,SC,KAIANI MALHAS LTDA,03606810000184,1/4/2019," R$  2.531,84 ",12/21/2021,05/12/2019 - R$1265.92,Arquivado,11/11/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152108751202187,221386769,SP,ALERT BRASIL TELEATENDIMENTO - EIRELI,03606772000160,06/07/2021 00:00:00," R$  44.249,88 ",8/8/2023,,Enviado inscrição DAU (PGFN),28/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152025908202059,219288216,DF,SOCIEDADE ESPIRITA DE AMPARO AO MENOR CASA DO CAMINHO,03604394000185,29/2/2020," R$  2.675,51 ",6/2/2023,,Enviado p/ PFN,29/11/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152025948202009,219288615,DF,VERTICAL EMPRESA DE VIGILANCIA EIRELI,03602646000137,29/2/2020," R$  49.088,63 ",2/2/2023,16/12/2022 - R$24544.32,Arquivado,29/11/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206004614201973,217526829,DF,IPANEMA SEGURANCA LTDA,03601036000119,27/5/2019," R$  241.126,88 ",3/6/2020,19/11/2019 - R$120563.44,Arquivado,31/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152216406202116,222457121,PA,FRANCISCO DE ASSIS DA PAZ GEMAQUE EIRELI,03598775000107,15/12/2021 00:00:00," R$  12.199,15 ",5/17/2023,,Enviado inscrição DAU (PGFN),30/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152122619202188,221524533,SP,SANCHEZ CANO LTDA,03594123000196,28/07/2021 00:00:00," R$  108.606,90 ",5/31/2022,27-05-2022 - R$54303.45,Arquivado - pago administrativamente,06/05/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46206002660201938,217005781,DF,HOSPITAL UROLOGICO DE BRASILIA LTDA,03592110000188,21/3/2019," R$  2.425,75 ",7/30/2019,26/06/2019 - R$1212.88,Arquivado,12/6/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152222430202194,222517361,DF,HOSPITAL UROLOGICO DE BRASILIA LTDA,03592110000188,27/12/2021 00:00:00," R$  2.741,62 ",4/28/2023,28-04-2023 - R$1370.81,Arquivado - pago administrativamente,11/04/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152206743202103,222360496,PR,INSTITUTO DE BIOLOGIA MOLECULAR DO PARANA - IBMP,03585986000105,30/11/2021 00:00:00," R$  36.445,31 ",7/20/2022,18-07-2022 - R$18222.66,Arquivado - pago administrativamente,01/07/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152214719202130,222440252,SC,ELETROPOLL ELETRODUTOS METALICOS LTDA,03585741000170,13/12/2021 00:00:00," R$  12.432,93 ",12/6/2022,06-12-2022 - R$6216.46,Arquivado - pago administrativamente,17/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46206002504201977,216935997,DF,CONCRECON CONCRETO E CONSTRUCOES LTDA,03585304000156,12/3/2019," R$  21.045,07 ",10/23/2019,23/08/2019 - R$10522.54,Arquivado,31/7/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152038750202249,222938072,MS,KAMPAI MOTORS LTDA,03583836000154,18/03/2022 00:00:00," R$  24.939,04 ",1/23/2023,,Arquivado - PGFN pago,14/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46255001540201938,217696899,SP,KROMBERG & SCHUBERT DO BRASIL LTDA.,03574096000190,18/6/2019," R$  17.661,00 ",11/16/2022,21/10/2022 - R$8830.50,Arquivado,17/5/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46215009405201915,217562132,RJ,CONSTRUTORA COLARES LINHARES S A,03568496000192,30/5/2019," R$  47.309,89 ",5/19/2023,25/08/2022 - R$23654.95,Arquivado,23/6/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152024768202182,220565147,RJ,CONSTRUTORA COLARES LINHARES S A,03568496000192,26/2/2021," R$  16.401,68 ",5/19/2023,03/10/2022 - R$8200.84,Arquivado,14/9/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152024645202141,220563918,RN,AGROPECUARIA VITAMAIS LTDA,03568048000199,1/3/2021," R$  10.697,78 ",3/24/2023,,Arquivado,2/5/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46220006716201945,217463606,SC,MIR TRANSPORTES E LOGISTICA LTDA,03565095000189,20/5/2019," R$  5.526,65 ",9/22/2020,25/08/2020 - R$2763.33,Arquivado,23/7/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46317001097201923,217808166,PR,LUZZA & SOUZA LTDA.,03563377000147,4/7/2019," R$  4.976,88 ",9/14/2020,,Enviado p/ PFN,4/12/2019,Decisão de procedência,,,,SIM,SIM,SIM,SIM
